QIS No.,QIS Name,QIS Name - New,Site Type2,Area,City,Circle,Region,Lat,Long
WMQISXM1V1-00978,"Gowlidoddi, Gachibowli","HYD_PVT_Hub_Gowlidoddi, Gachibowli",Hub-Private,Gachibowli,Hyderabad,Telangana,South,17.432019,78.326241
WMQISXM1V1-00860,"Gowlidoddi, Gachibowli","HYD_PVT_Hub_Gowlidoddi, Gachibowli",Hub-Private,Gachibowli,Hyderabad,Telangana,South,17.432019,78.326241
WMQISXM1V1-00862,"Gowlidoddi, Gachibowli","HYD_PVT_Hub_Gowlidoddi, Gachibowli",Hub-Private,Gachibowli,Hyderabad,Telangana,South,17.432019,78.326241
WMQISXM1V1-01228,COCO THETA 02,NOI_IOC_COCO THETA 02,IOCL,Noida,Noida,UP,North,28.488584,77.542109
WMQISXM1V1-01239,COCO THETA 02,NOI_IOC_COCO THETA 02,IOCL,Noida,Noida,UP,North,28.488584,77.542109
WMQISXM1V1-00904,Powai,MUM_PVT_Prathameh Galaxy_Powai,Private,Powai,Mumbai,Maharastra,West,19.1180046,72.9037577
WMQISXM1V1-00920,Powai,MUM_PVT_Prathameh Galaxy_Powai,Private,Powai,Mumbai,Maharastra,West,19.1180046,72.9037577
WMQISXM1V1-00952,Lower Malad,MUM_MMMOCL_Lower Malad,MMMOCL,Malad (W),Mumbai,Maharastra,West,19.173141,72.836561
WMQISXM1V1-00956,Lower Malad,MUM_MMMOCL_Lower Malad,MMMOCL,Malad (W),Mumbai,Maharastra,West,19.173141,72.836561
WMQISXM1V1-01229,COCO AGRICULTURE GREEN,NOI_IOC_COCO AGRICULTURE GREEN,IOCL,Noida,Noida,UP,North,28.577241,77.426528
WMQISXM1V1-01247,COCO AGRICULTURE GREEN,NOI_IOC_COCO AGRICULTURE GREEN,IOCL,Noida,Noida,UP,North,28.577241,77.426528
WMQISXM1V1-01248,COCO AGRICULTURE GREEN,NOI_IOC_COCO AGRICULTURE GREEN,IOCL,Noida,Noida,UP,North,28.577241,77.426528
WMQISXM1V1-01238,CHAUDHARY KISSAN SEV KENDRA,GZB_IOC_CHAUDHARY KISSAN SEV KENDRA,IOCL,Ghaziabad,Ghaziabad,UP,North,28.774269,77.331278
WMQISXM1V1-01252,CHAUDHARY KISSAN SEV KENDRA,GZB_IOC_CHAUDHARY KISSAN SEV KENDRA,IOCL,Ghaziabad,Ghaziabad,UP,North,28.774269,77.331278
WMQISXM1V1-01249,Sector 4 Dwarka,DEL_BRPL_MCD_Sector 4 Dwarka,BRPL MCD,Dwarka sec 4,Delhi,Delhi,North,28.598289,77.04827
WMQISXM1V1-01250,Sector 4 Dwarka,DEL_BRPL_MCD_Sector 4 Dwarka,BRPL MCD,Dwarka sec 4,Delhi,Delhi,North,28.598289,77.04827
WMQISXM1V1-01251,Sector 4 Dwarka,DEL_BRPL_MCD_Sector 4 Dwarka,BRPL MCD,Dwarka sec 4,Delhi,Delhi,North,28.598289,77.04827
WMQISXM1V1-00986,Perungudi Railway Station,CHE_IRS_Perungudi Railway Station,Indian Railways,Perungudi,Chennai,TamilNadu,South,12.97529138,80.23136186
WMQISXM1V1-00981,Perungudi Railway Station,CHE_IRS_Perungudi Railway Station,Indian Railways,Perungudi,Chennai,TamilNadu,South,12.97529138,80.23136186
WMQISXM1V1-00979,Basin Bridge,CHE_PVT_Hub_Basin Bridge,Hub-Private,Basinbdrige,Chennai,TamilNadu,South,13.10418316,80.27400196
WMQISXM1V1-00993,Basin Bridge,CHE_PVT_Hub_Basin Bridge,Hub-Private,Basinbdrige,Chennai,TamilNadu,South,13.10418316,80.27400196
WMQISXM1V1-00955,THIRUVANANTHAPURAM NORTH Railway station,TVD_IRS_THIRUVANANTHAPURAM NORTH Railway station,Indian Railways,"Kochuveli,",Trivandrum,Kerala,South,8.509066337,76.89631874
WMQISXM1V1-00927,VIJAYALAKSHMI ENTERPRISES,VJD_IOC_VIJAYALAKSHMI ENTERPRISES,IOCL,Vijayawada,Vijayawada,Andhra,South,16.524395,80.658587
WMQISXM1V1-00926,VIJAYALAKSHMI ENTERPRISES,VJD_IOC_VIJAYALAKSHMI ENTERPRISES,IOCL,Vijayawada,Vijayawada,Andhra,South,16.524395,80.658587
WMQISXM1V1-00982,Kalyanagar Pvt Hub,BLR_PVT_Hub_Kalyanagar,Hub-Private,Chelekere Village,Bengaluru,Karnataka,South,13.026237,77.642209
WMQISXM1V1-00984,Kalyanagar Pvt Hub,BLR_PVT_Hub_Kalyanagar,Hub-Private,Chelekere Village,Bengaluru,Karnataka,South,13.026237,77.642209
WMQISXM1V1-00987,Kalyanagar Pvt Hub,BLR_PVT_Hub_Kalyanagar,Hub-Private,Chelekere Village,Bengaluru,Karnataka,South,13.026237,77.642209
WMQISXM1V1-00988,Kalyanagar Pvt Hub,BLR_PVT_Hub_Kalyanagar,Hub-Private,Chelekere Village,Bengaluru,Karnataka,South,13.026237,77.642209
WMQISXM1V1-00989,Kalyanagar Pvt Hub,BLR_PVT_Hub_Kalyanagar,Hub-Private,Chelekere Village,Bengaluru,Karnataka,South,13.026237,77.642209
WMQISXM1V1-00994,Kurar,MUM_MMMOCL_Kurar,MMMOCL,Malad (E),Mumbai,Maharashtra,West,19.18734,72.858086
WMQISXM1V1-02138,Kurar,MUM_MMMOCL_Kurar,MMMOCL,Malad (E),Mumbai,Maharashtra,West,19.18734,72.858086
WMQISXM1V1-00991,Kandivali (W),MUM_MMMOCL_Kandivali (W),MMMOCL,Kandivali (W),Mumbai,Maharashtra,West,19.214396,72.837375
WMQISXM1V1-00556,Powerpod- Thannisandra-8,BLR_PPD_Powerpod- Thannisandra-8,Power pod,Thannisandra,Bengaluru,Karnataka,South,13.06079539,77.6288544
WMQISXM1V1-00977,Virugambakam_Sundaramurthy,CHE_PVT_Hub_Virugambakam_Sundaramurthy,Hub-Private,Virugamballam,Chennai,TamilNadu,South,13.05639611,80.18765786
WMQISXM1V1-00980,Virugambakam_Sundaramurthy,CHE_PVT_Hub_Virugambakam_Sundaramurthy,Hub-Private,Virugamballam,Chennai,TamilNadu,South,13.05639611,80.18765786
WMQISXM1V1-01277,Sector 49 Gurugram,"GUR_PVT_Sector 47, Fatehpur",Private,Adampur Fatehpur,Gurugram,Haryana,North,28.42034,77.04866
WMQISXM1V1-01253,AMROHI FILLING STATION,PAN_IOC_AMROHI FILLING STATION,IOCL,Panchkula,Panchkula,Haryana,North,30.69174,76.85554
WMQISXM1V1-01254,AMROHI FILLING STATION,PAN_IOC_AMROHI FILLING STATION,IOCL,Panchkula,Panchkula,Haryana,North,30.69174,76.85554
WMQISXM1V1-01255,AMROHI FILLING STATION,PAN_IOC_AMROHI FILLING STATION,IOCL,Panchkula,Panchkula,Haryana,North,30.69174,76.85554
WMQISXM1V1-00962,COCO_Mangammanapalya_Vijay,BLR_PVT_Hub_COCO_Mangammanapalya_Vijay,Hub-Private,Mangamanpalaya,Bengaluru,Karnataka,South,12.9013685,77.6443418
WMQISXM1V1-02131,COCO_Mangammanapalya_Vijay,BLR_PVT_Hub_COCO_Mangammanapalya_Vijay,Hub-Private,Mangamanpalaya,Bengaluru,Karnataka,South,12.9013685,77.6443418
WMQISXM1V1-02132,COCO_Mangammanapalya_Vijay,BLR_PVT_Hub_COCO_Mangammanapalya_Vijay,Hub-Private,Mangamanpalaya,Bengaluru,Karnataka,South,12.9013685,77.6443418
WMQISXM1V1-02134,COCO_Mangammanapalya_Vijay,BLR_PVT_Hub_COCO_Mangammanapalya_Vijay,Hub-Private,Mangamanpalaya,Bengaluru,Karnataka,South,12.9013685,77.6443418
WMQISXM1V1-02136,COCO_Mangammanapalya_Vijay,BLR_PVT_Hub_COCO_Mangammanapalya_Vijay,Hub-Private,Mangamanpalaya,Bengaluru,Karnataka,South,12.9013685,77.6443418
WMQISXM1V1-02155,COCO_Mangammanapalya_Vijay,BLR_PVT_Hub_COCO_Mangammanapalya_Vijay,Hub-Private,Mangamanpalaya,Bengaluru,Karnataka,South,12.9013685,77.6443418
WMQISXM1V1-01278,JALPURA_MAHESH KUMAR,NOI_PVT_Hub_JALPURA_MAHESH KUMAR,Hub-Private,Noida,Noida,UP,North,28.55276,77.44225
WMQISXM1V1-01279,JALPURA_MAHESH KUMAR,NOI_PVT_Hub_JALPURA_MAHESH KUMAR,Hub-Private,Noida,Noida,UP,North,28.55276,77.44225
WMQISXM1V1-01280,JALPURA_MAHESH KUMAR,NOI_PVT_Hub_JALPURA_MAHESH KUMAR,Hub-Private,Noida,Noida,UP,North,28.55276,77.44225
WMQISXM1V1-01281,JALPURA_MAHESH KUMAR,NOI_PVT_Hub_JALPURA_MAHESH KUMAR,Hub-Private,Noida,Noida,UP,North,28.55276,77.44225
WMQISXM1V1-00992,"CHEMBUR_BHOIR
","MUM_PVT_CHEMBUR_BHOIR
",Private,Chembur,Mumbai,Maharashtra,West,19.05084,72.91036
WMQISXM1V1-02137,CHEMBUR_BHOIR,"MUM_PVT_CHEMBUR_BHOIR
",Private,Chembur,Mumbai,Maharashtra,West,19.05084,72.91036
WMQISXM1V1-02160,Bhakti Park,MUM_MMMOCL_Bhakti Park,MMMOCL,Antop Hill,Mumbai,Maharashtra,West,19.028829,72.877883
WMQISXM1V1-02161,Bhakti Park,MUM_MMMOCL_Bhakti Park,MMMOCL,Antop Hill,Mumbai,MAharashtra,West,19.028829,72.877883
WMQISXM1V1-02168,Chembur,MUM_MMMOCL_Chembur,MMMOCL,Chembur,Mumbai,Maharashtra,West,19.06115,72.897728
WMQISXM1V1-02171,Chembur,MUM_MMMOCL_Chembur,MMMOCL,Chembur,Mumbai,Maharashtra,West,19.06115,72.897728
WMQISXM1V1-02158,KalyaniNagar_GAIKWAD,PUN_PVT_Hub_KalyaniNagar_GAIKWAD,Private,Kalyani Nagar,Pune,Maharashtra,West,18.5443373,73.8969672
WMQISXM1V1-02199,KalyaniNagar_GAIKWAD,PUN_PVT_Hub_KalyaniNagar_GAIKWAD,Private,Kalyani Nagar,Pune,Maharashtra,West,18.5443373,73.8969672
WMQISXM1V1-01264,MOHAN POWER STATION1,GZB_IOC_MOHAN POWER STATION1,IOCL,Ghaziabad,Ghaziabad,UP,North,28.791161,77.275306
WMQISXM1V1-01265,MOHAN POWER STATION2,GZB_IOC_MOHAN POWER STATION2,IOCL,Ghaziabad,Ghaziabad,UP,North,28.791161,77.275306
WMQISXM1V1-02159,BLR_PVT_Bellandur_Pavan Reddy,BLR_PVT_Hub_Bellandur_Pavan_Reddy,Hub-Private,Devarabisanahalli,Bengaluru,Karnataka,South,12.928663,77.687622
WMQISXM1V1-02146,BLR_PVT_Bellandur_Pavan Reddy,BLR_PVT_Hub_Bellandur_Pavan_Reddy,Hub-Private,Devarabisanahalli,Bengaluru,Karnataka,South,12.928663,77.687622
WMQISXM1V1-02143,BLR_PVT_Bellandur_Pavan Reddy,BLR_PVT_Hub_Bellandur_Pavan_Reddy,Hub-Private,Devarabisanahalli,Bengaluru,Karnataka,South,12.928663,77.687622
WMQISXM1V1-01269,TYAGI BROS. FILLING 1,NOI_IOC_TYAGI BROS. FILLING,IOCL,TYAGI BROS. FILLING ,Noida,UP,North,28.619591,77.483796
WMQISXM1V1-01271,TYAGI BROS. FILLING 2,NOI_IOC_TYAGI BROS. FILLING,IOCL,TYAGI BROS. FILLING ,Noida,UP,North,28.619591,77.483796
WMQISXM1V1-01275,Mayur Phase 3 -1,DEL_BYPL_MCD_Mayur Phase 3,BYPL MCD,Mayur Phase 3,Delhi,Delhi,North,28.613871,77.337922
WMQISXM1V1-01276,Mayur Phase 3-2,DEL_BYPL_MCD_Mayur Phase 3,BYPL MCD,Mayur Phase 3,Delhi,Delhi,North,28.613871,77.337922
WMQISXM1V1-02203,Washermanpet,CHE_IRS_Washermanpet,Indian Railways,Washermanpet,Chennai,TamilNadu,South,13.108855,80.281905
WMQISXM1V1-02207,Washermanpet,CHE_IRS_Washermanpet,Indian Railways,Washermanpet,Chennai,TamilNadu,South,13.108855,80.281905
WMQISXM1V1-02139,BLR_PVT_Bellandur_Pavan Reddy,BLR_PVT_Hub_Bellandur_Pavan_Reddy,Hub-Private,Devarabisanahalli,Bengaluru,Karnataka,South,12.928663,77.687622
WMQISXM1V1-00990,Nexus- Whitefield,BLR_NEX_Whitefield,Nexus,Whitefield,Bengaluru,Karnataka,South,12.973222,77.751328
WMQISXM1V1-02172,Nexus- Whitefield,BLR_NEX_Whitefield,Nexus,Whitefield,Bengaluru,Karnataka,South,12.973222,77.751328
WMQISXM1V1-02180,Nexus- Whitefield,BLR_NEX_Whitefield,Nexus,Whitefield,Bengaluru,Karnataka,South,12.973222,77.751328
WMQISXM1V1-02141,Mint Colony,MUM_MMMOCL_Mint Colony,MMMOCL,Parel,Mumbai,Maharashtra,West,18.994327,72.843486
WMQISXM1V1-02150,Mint Colony,MUM_MMMOCL_Mint Colony,MMMOCL,Parel,Mumbai,Maharashtra,West,18.994327,72.843486
WMQISXM1V1-02157,Mint Colony,MUM_MMMOCL_Mint Colony,MMMOCL,Parel,Mumbai,Maharashtra,West,18.994327,72.843486
WMQISXM1V1-02170,Mint Colony,MUM_MMMOCL_Mint Colony,MMMOCL,Parel,Mumbai,Maharashtra,West,18.994327,72.843486
WMQISXM1V1-02183,Naigaon,MUM_MMMOCL_Naigaon,MMMOCL,Naigaon,Mumbai,Maharashtra,West,19.00963,72.84791
WMQISXM1V1-02174,Naigaon,MUM_MMMOCL_Naigaon,MMMOCL,Naigaon,Mumbai,Maharashtra,West,19.00963,72.84791
WMQISXM1V1-02173,Naigaon,MUM_MMMOCL_Naigaon,MMMOCL,Naigaon,Mumbai,Maharashtra,West,19.00963,72.84791
WMQISXM1V1-02167,Naigaon,MUM_MMMOCL_Naigaon,MMMOCL,Naigaon,Mumbai,Maharashtra,West,19.00963,72.84791
WMQISXM1V1-02162,Pisoli_Sanjeet,PUN_PVT_Hub_PISOLI_SANJEET,Private,Pisoli,Pune,Maharashtra,West,18.45121,73.90214
WMQISXM1V1-02142,Pisoli_Sanjeet,PUN_PVT_Hub_PISOLI_SANJEET,Private,Pisoli,Pune,Maharashtra,West,18.45121,73.90214
WMQISXM1V1-00995,Vanaja N_ Anna Nagar West Extension,CHE_PVT_Vanaja N_ Anna Nagar West Extension,Private,Annanagar,Chennai,TamilNadu,South,13.0891232,80.19482
WMQISXM1V1-02176,St.Thomas Mount,CHE_IRS_St.Thomas_Mount,Indian Railways,Thomas Mount,Chennai,TamilNadu,South,12.9951363,80.1986701
WMQISXM1V1-02205,St.Thomas Mount,CHE_IRS_St.Thomas_Mount,Indian Railways,Thomas Mount,Chennai,TamilNadu,South,12.9951363,80.1986701
WMQISXM1V1-01256,Boring Choraha Sunil jain,JPR_FRN_Sunil_Jain,Franchise,Jaipur,Jaipur,Rajasthan,North,26.944526,75.746705
WMQISXM1V1-01257,Boring Choraha Sunil jain,JPR_FRN_Sunil_Jain,Franchise,Jaipur,Jaipur,Rajasthan,North,26.944526,75.746705
WMQISXM1V1-00919,Anand nagar,MUM_MMMOCL_Anand nagar,MMMOCL,Dahisar (E),Mumbai,Maharashtra,West,19.25728,72.866585
WMQISXM1V1-00922,Anand nagar,MUM_MMMOCL_Anand nagar,MMMOCL,Dahisar (E),Mumbai,Maharashtra,West,19.25728,72.866585
WMQISXM1V1-00924,Anand nagar,MUM_MMMOCL_Anand nagar,MMMOCL,Dahisar (E),Mumbai,Maharashtra,West,19.25728,72.866585
WMQISXM1V1-01266,Amit Kumar-SURAJPUR,NOI_PVT_Amit_Kumar_SURAJPUR,Private,Noida,Noida,UP,North,28.514886,77.470716
WMQISXM1V1-01267,Amit Kumar-SURAJPUR,NOI_PVT_Amit_Kumar_SURAJPUR,Private,Noida,Noida,UP,North,28.514886,77.470716
WMQISXM1V1-01268,Amit Kumar-SURAJPUR,NOI_PVT_Amit_Kumar_SURAJPUR,Private,Noida,Noida,UP,North,28.514886,77.470716
WMQISXM1V1-02197,Wakad_Bhoir,PUNE_PVT_WAKAD_BHOIR,Private,Wakad,Pune,Maharashtra,West,18.605108,73.752989
WMQISXM1V1-02189,Wakad_Bhoir,PUNE_PVT_WAKAD_BHOIR,Private,Wakad,Pune,Maharashtra,West,18.605108,73.752989
WMQISXM1V1-00921,Mandapeshwar,MUM_MMMOCL_Mandapeshwar,MMMOCL,Borivali,Mumbai,Maharashtra,West,19.249225,72.845691
WMQISXM1V1-02177,HINJEWADI-2_SOMAJI,PUN_PVT_Hinjewadi-2_Somaji,Private,Hinjewadi,Pune,Maharashtra,West,18.591048,73.739182
WMQISXM1V1-01258,Himmat Singh Rathore,JPR_FRN_Himmat_Singh_Rathore,Franchise,Jothwara,Jaipur,Rajasthan,North,26.97086,75.71909
WMQISXM1V1-01259,Himmat Singh Rathore,JPR_FRN_Himmat_Singh_Rathore,Franchise,Jothwara,Jaipur,Rajasthan,North,26.97086,75.71909
WMQISXM1V1-00961,VELI Halt Railway station,TVD_IRS_VELI_Halt_Railway_Station,Indian Railways,"Perumathura Rd,",Trivandrum,Kerala,South,8.52284376,76.88273515
WMQISXM1V1-02208,Nexus- Shantiniketan,BLR_NEX_Nexus-Shantiniketan,Nexus,Hoodi,Bengaluru,Karnataka,South,12.990007,77.728323
WMQISXM1V1-02209,Nexus- Shantiniketan,BLR_NEX_Nexus-Shantiniketan,Nexus,Hoodi,Bengaluru,Karnataka,South,12.990007,77.728323
WMQISXM1V1-02212,Nexus- Shantiniketan,BLR_NEX_Nexus-Shantiniketan,Nexus,Hoodi,Bengaluru,Karnataka,South,12.990007,77.728323
WMQISXM1V1-01291,INNOVATOR BUILDWELL PRIVATE LIMITED- New Palam Vihar,GGN_FRN_INNOVATOR BUILDWELL PRIVATE LIMITED- New Palam Vihar,Franchise,"New Palam Vihar, ",Gurugram,HARYANA,North,28.50967,77.02494
WMQISXM1V1-01292,INNOVATOR BUILDWELL PRIVATE LIMITED- New Palam Vihar,GGN_FRN_INNOVATOR BUILDWELL PRIVATE LIMITED- New Palam Vihar,Franchise,"New Palam Vihar, ",Gurugram,HARYANA,North,28.50967,77.02494
WMQISXM1V1-01293,Malviya Nagar-Raj Kumar,JPR_Pvt_Malviya Nagar_Raj Kumar,Private,Malviya Nagar,Jaipur,Rajasthan,North,26.84493,75.814166
WMQISXM1V1-01308,INNOVATOR BUILDWELL PRIVATE LIMITED-Baghera Chowk,GGN_FRN_INNOVATOR BUILDWELL PRIVATE LIMITED-Baghera Chowk,Franchise,Baghera Chowk,Gurugram,HARYANA,North,28.50957,77.02473
WMQISXM1V1-01309,INNOVATOR BUILDWELL PRIVATE LIMITED-Baghera Chowk,GGN_FRN_INNOVATOR BUILDWELL PRIVATE LIMITED-Baghera Chowk,Franchise,Baghera Chowk,Gurugram,HARYANA,North,28.50957,77.02473
WMQISXM1V1-02153,PUNE_PVT_WAGHOLI_SHEETAL,PUN_PVT_Wagholi_Sheetal,Private,Wagholi,Pune,Maharashtra,West,18.582773,73.979767
WMQISXM1V1-02156,PUNE_PVT_WAGHOLI_SHEETAL,PUN_PVT_Wagholi_Sheetal,Private,Wagholi,Pune,Maharashtra,West,18.582773,73.979767
WMQISXM1V1-02144,PUNE_PVT_KATRAJ_GEHLOT,PUN_PVT_KATRAJ_GEHLOT,Private,Katraj,Pune,Maharashtra,West,18.450111,73.87453
WMQISXM1V1-02148,PUNE_PVT_KATRAJ_GEHLOT,PUN_PVT_KATRAJ_GEHLOT,Private,Katraj,Pune,Maharashtra,West,18.450111,73.87453
WMQISXM1V1-01324,RRM LOGISTICS PRIVATE LIMITED,GGN_FRN_RRM_LOGISTICS_PRIVATE_LIMITED,Franchise,Hero Honda Chowk,Gurugram,Haryana,North,28.43606,77.00923
WMQISXM1V1-01325,RRM LOGISTICS PRIVATE LIMITED,GGN_FRN_RRM_LOGISTICS_PRIVATE_LIMITED,Franchise,Hero Honda Chowk,Gurugram,Haryana,North,28.43606,77.00923
WMQISXM1V1-01326,RRM LOGISTICS PRIVATE LIMITED,GGN_FRN_RRM_LOGISTICS_PRIVATE_LIMITED,Franchise,Hero Honda Chowk,Gurugram,Haryana,North,28.43606,77.00923
WMQISXM1V1-01327,RRM LOGISTICS PRIVATE LIMITED,GGN_FRN_RRM_LOGISTICS_PRIVATE_LIMITED,Franchise,Hero Honda Chowk,Gurugram,Haryana,North,28.43606,77.00923
WMQISXM1V1-01274,K.B Enterprises-Ashram Road,PNP_FRN_K.B Enterprises_Ashram Road,Franchise,Ashram Road,Panipat,Haryana,North,29.39098,76.962296
WMQISXM1V1-02217,KONDAPUR_KONERU SHYAM BABU,HYD_PVT_HUB_KONDAPUR_KONERU SHYAM BABU,Hub-Private,Kondapur,Hyderabad,Telangana,South,17.47232,78.34124
WMQISXM1V1-02218,KONDAPUR_KONERU SHYAM BABU,HYD_PVT_HUB_KONDAPUR_KONERU SHYAM BABU,Hub-Private,Kondapur,Hyderabad,Telangana,South,17.47232,78.34124
WMQISXM1V1-02211,KONDAPUR_KONERU SHYAM BABU,HYD_PVT_HUB_KONDAPUR_KONERU SHYAM BABU,Hub-Private,Kondapur,Hyderabad,Telangana,South,17.47232,78.34124
WMQISXM1V1-02210,KONDAPUR_KONERU SHYAM BABU,HYD_PVT_HUB_KONDAPUR_KONERU SHYAM BABU,Hub-Private,Kondapur,Hyderabad,Telangana,South,17.47232,78.34124
WMQISXM1V1-02228,Borivali West,MUM_MMMOCL_Borivali West,MMMOCL,Borivali,Mumbai,Maharashtra,West,19.231498,72.84101
WMQISXM1V1-02229,Borivali West,MUM_MMMOCL_Borivali West,MMMOCL,Borivali,Mumbai,Maharashtra,West,19.231498,72.84101
WMQISXM1V1-02235,"PUN_PVT_RAVET_NILESH 

",PUN_PVT_RAVET_NILESH ,Private,Ravet,Pune,Maharashtra,West,18.6473306,73.7510423
WMQISXM1V1-02237,"PUN_PVT_RAVET_NILESH 

",PUN_PVT_RAVET_NILESH ,Private,Ravet,Pune,Maharashtra,West,18.6473306,73.7510423
WMQISXM1V1-01340,Kanakpura Railway Station,JPR_IRS_Kanakpura_Railway_Station,Railway,Kanakpura Railway Station,Jaipur,Rajasthan,North,26.928937,75.702831
WMQISXM1V1-01342,Kanakpura Railway Station,JPR_IRS_Kanakpura_Railway_Station,Railway,Kanakpura Railway Station,Jaipur,Rajasthan,North,26.928937,75.702831
WMQISXM1V1-02242,Attapur,HYD_TPS_Attapur,Thunderplus,Attapur,Hyderabad,Telangana,South,17.36804,78.418413
WMQISXM1V1-02249,Attapur,HYD_TPS_Attapur,Thunderplus,Attapur,Hyderabad,Telangana,South,17.36804,78.418413
WMQISXM1V1-01282,JAIL FILLING STATION SONIPAT,SNP_IOC_JAIL_FILLING_STATION_SONIPAT,IOCL,Sonipat,Sonipat,HARYANA,North,29.001959,76.998604
WMQISXM1V1-01284,JAIL FILLING STATION SONIPAT,SNP_IOC_JAIL_FILLING_STATION_SONIPAT,IOCL,Sonipat,Sonipat,HARYANA,North,29.001959,76.998604
WMQISXM1V1-01272,Okhla NSIC,DEL_CJK_Okhla_NSIC,Charjkaro,Okhla,Delhi,Delhi,North,28.553122,77.264544
WMQISXM1V1-01270,Okhla NSIC,DEL_CJK_Okhla_NSIC,Charjkaro,Okhla,Delhi,Delhi,North,28.553122,77.264544
WMQISXM1V1-01273,Okhla NSIC,DEL_CJK_Okhla_NSIC,Charjkaro,Okhla,Delhi,Delhi,North,28.553122,77.264544
WMQISXM1V1-01343,SHIVANSH SWAPPING STATION,NOI_FRN_SHIVANSH_SWAPPING_STATION,Franchise,sector 130,Noida,UP,North,28.500425,77.393422
WMQISXM1V1-01344,SHIVANSH SWAPPING STATION,NOI_FRN_SHIVANSH_SWAPPING_STATION,Franchise,sector 130,Noida,UP,North,28.500425,77.393422
WMQISXM1V1-01345,SHIVANSH SWAPPING STATION,NOI_FRN_SHIVANSH_SWAPPING_STATION,Franchise,sector 130,Noida,UP,North,28.500425,77.393422
WMQISXM1V1-01346,SHIVANSH SWAPPING STATION,NOI_FRN_SHIVANSH_SWAPPING_STATION,Franchise,sector 130,Noida,UP,North,28.500425,77.393422
WMQISXM1V1-01339,Sanganer Railway Station,JPR_IRS_Sanganer_Railway_Station,Railways,Sanganer,Jaipur,Rajasthan,North,26.814678,75.773635
WMQISXM1V1-01341,Sanganer Railway Station,JPR_IRS_Sanganer_Railway_Station,Railways,Sanganer,Jaipur,Rajasthan,North,26.814678,75.773635
WMQISXM1V1-01237,KHURANA MOTORS,PAN_IOC_KHURANA_MOTORS,IOCL,RESIDNCE SECTOR 14,Panchkula,Haryana,North,30.682112,76.848121
WMQISXM1V1-01240,KHURANA MOTORS,PAN_IOC_KHURANA_MOTORS,IOCL,RESIDNCE SECTOR 14,Panchkula,Haryana,North,30.682112,76.848121
WMQISXM1V1-02219,Bommanahalli_Mujeeb​,BLR_PVT_HUB_Bommanahalli_Mujeeb,Hub-Private,Bommanahalli,Bengaluru,Karnataka,South,12.902891,77.632631
WMQISXM1V1-02206,Bommanahalli_Mujeeb​,BLR_PVT_HUB_Bommanahalli_Mujeeb,Hub-Private,Bommanahalli,Bengaluru,Karnataka,South,12.902891,77.632631
WMQISXM1V1-02215,Bommanahalli_Mujeeb​,BLR_PVT_HUB_Bommanahalli_Mujeeb,Hub-Private,Bommanahalli,Bengaluru,Karnataka,South,12.902891,77.632631
WMQISXM1V1-02216,Bommanahalli_Mujeeb​,BLR_PVT_HUB_Bommanahalli_Mujeeb,Hub-Private,Bommanahalli,Bengaluru,Karnataka,South,12.902891,77.632631
WMQISXM1V1-02220,Bommanahalli_Mujeeb​,BLR_PVT_HUB_Bommanahalli_Mujeeb,Hub-Private,Bommanahalli,Bengaluru,Karnataka,South,12.902891,77.632631
WMQISXM1V1-00545,Bommanahalli_Mujeeb​,BLR_PVT_HUB_Bommanahalli_Mujeeb,Hub-Private,Bommanahalli,Bengaluru,Karnataka,South,12.902891,77.632631
WMQISXM1V1-02213,Seegahalli_Ashok,BLR_PVT_HUB_Seegahalli_Ashok,Hub-Private,Seegahalli,Bengaluru,Karnataka,South,13.015896,77.766816
WMQISXM1V1-02227,Seegahalli_Ashok,BLR_PVT_HUB_Seegahalli_Ashok,Hub-Private,Seegahalli,Bengaluru,Karnataka,South,13.015896,77.766816
WMQISXM1V1-02224,Seegahalli_Ashok,BLR_PVT_HUB_Seegahalli_Ashok,Hub-Private,Seegahalli,Bengaluru,Karnataka,South,13.015896,77.766816
WMQISXM1V1-02222,Seegahalli_Ashok,BLR_PVT_HUB_Seegahalli_Ashok,Hub-Private,Seegahalli,Bengaluru,Karnataka,South,13.015896,77.766816
WMQISXM1V1-02226,Seegahalli_Ashok,BLR_PVT_HUB_Seegahalli_Ashok,Hub-Private,Seegahalli,Bengaluru,Karnataka,South,13.015896,77.766816
WMQISXM1V1-02225,Seegahalli_Ashok,BLR_PVT_HUB_Seegahalli_Ashok,Hub-Private,Seegahalli,Bengaluru,Karnataka,South,13.015896,77.766816
WMQISXM1V1-02223,Seegahalli_Ashok,BLR_PVT_HUB_Seegahalli_Ashok,Hub-Private,Seegahalli,Bengaluru,Karnataka,South,13.015896,77.766816
WMQISXM1V1-02179,Seegahalli_Ashok,BLR_PVT_HUB_Seegahalli_Ashok,Hub-Private,Seegahalli,Bengaluru,Karnataka,South,13.015896,77.766816
WMQISXM1V1-02234,PVT_KPR COLONY MANIKONDA,HYD_PVT_HUB_KPR COLONY MANIKONDA,Hub-Private,Manikonda,Hyderabad,Hyderabad,South,17.39808,78.376865
WMQISXM1V1-02236,PVT_KPR COLONY MANIKONDA,HYD_PVT_HUB_KPR COLONY MANIKONDA,Hub-Private,Manikonda,Hyderabad,Hyderabad,South,17.39808,78.376865
